title,slug,description,location_id,date
Parsing for Fun & Profit,february-2013-parsing-for-fun-profit,"Parsers aren’t just useful for building compilers and interpreters. They can also come in handy for much simpler applications, e.g. transforming data structures, calculating metrics or minifying code. During this talk, Ash will guide us through the process of building a syntax highlighter for Ruby, in Ruby! He’ll show us how to:

- Define the syntax for a simple subset of Ruby
- Write a grammar file in [Treetop](http://treetop.rubyforge.org/) one rule at a time (doing it TDD with [RSpec](http://rspec.info/), of course)
- Walk the data structure constructed by the Treetop parser
- Transform this syntax tree into HTML, to be syntax highlighted with CSS

## The speaker

[Ash Moran](http://www.linkedin.com/in/ashmoran) is a freelance software developer & agile coach based in Manchester, and owner of [PatchSpace Ltd](http://www.patchspace.co.uk). He has been using Ruby for many years, and has yet to find another language that makes writing high quality software so much fun.

As always, all are welcome; whether you’re a Ruby pro or a complete noob.

## The schedule

- 6:00pm :: Ruby/Rails Advice Drop-in Session – All levels welcome.
- 7:00pm :: Talk: Parsing for Fun & Profit by Ash Moran
- 7:45pm :: Q&A
- After :: Post-talk drinks and discussion in Common",1,2013-02-21 18:00:00 UTC
Social Meet,15th-may---social-meet,It's a social meet this month. Meet at 57 Thomas Street from about 6:30.,2,2014-05-15 18:30:00 UTC
Lightning Talks,thursday-20th-february-lightning-talks,"For our February meet we shall mostly be having lightning talks from our lovely members. Our speakers this month are:

- [Adam Holt](http://twitter.com/adamholt) — Writing API clients with Cistern
- [Eve Barabas](http://twitter.com/b_seven_e) — Experiences in mentoring a young offender
- [Sławomir Wdówka](http://twitter.com/gl0wa) — An intro to Boxen
- [Chris Seaton](http://twitter.com/ChrisGSeaton) — Demoing Ruby Truffle
- [Alex Lynham](http://twitter.com/hipsters_unite) — Five(ish) things learned about JS with Rails
- [Brent Murphy](http://twitter.com/burtmurphy) — To a service-oriented architecture on Rails

This month’s event is kindly sponsored by [Fatsoma](http://fatsoma.com).

## The schedule

- 7:00pm :: Lightning Talks
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in Terrace, sponsored by [Fatsoma](http://fatsoma.com).",1,2014-02-20 19:00:00 UTC
Social Meetup,thursday-19th-december---social-meetup,"This month we have a social meetup. Meet in Common bar from 7:00.
",4,2013-12-19 19:00:00 UTC
NWRUG Social,thursday-20th-march-nwrug-social,"In lieu of a talk this month we are having a social meet at Common. [Will Jessop](http://twitter.com/will_j) will be there from 7pm so keep an eye out for him.

Normal service will resume in April.",4,2014-03-20 19:00:00 UTC
Easter.js,thursday-17th-april-easter-js,"Our April meet has a JavaScript flavour. Lightning talks from two of our members:

Our speakers this month are:

- [Sławomir Wdówka](http://twitter.com/gl0wa) — Things I’ve learned when creating JS widgets at Fatsoma
- [Joseph Le Brech](http://twitter.com/jlebrech) — Interacting with 3rd party websites with CasperJS

## The schedule

- 7:00pm :: Lightning Talks
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in Common.",1,2014-04-17 19:00:00 UTC
Improve your Ruby Code with Dependency Injection,thursday-17th-october-improve-your-ruby-code-with-dependency-injection,"Most of us have heard the vague, hand waving spiel about why DI is important for writing flexible, reusable code. A little harder to come by are examples of how one actually goes about doing it in a (cost) effective manner.

Rather than a dry introduction to Dependency Injection, this talk will be packed full of code examples demonstrating practical techniques you can start using straight away; no gems, meta-programming or magic required. We’ll also explore how you might persuade your Rails app to benefit from DI.

Expect a lively discussion on the merits (and demerits) of dependency injection in Ruby.

This month’s NWRUG is proudly sponsored by [Melbourne Server Hosting](http://www.melbourne.co.uk/).

## The speaker

[Stephen Best](https://twitter.com/thebestie) is a London-based start-up/XP/Ruby person who likes to bikeshed about object design.

## The schedule

- 7:00pm :: Talk: Improve your Ruby Code with Dependency Injection 
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in Terrace, sponsored by [Melbourne Server Hosting](http://www.melbourne.co.uk/).",1,2013-10-17 19:00:00 UTC
A Very Fast Ruby on the JVM,thursday-19th-september-a-very-fast-ruby-on-the-jvm,"This month we’re going deep down into the interpreter with a talk from [Chris Seaton](http://www.chrisseaton.com/) on how he’s used Truffle, AST parsing and type specialisation to write a new high-performance Ruby implementation that benchmarks faster than JRuby.

Chris is a PhD student at the [University of Manchester](http://www.man.ac.uk/), where his researching programming languages and irregular parallelism. He is also a member of the Virtual Machine research group at [Oracle Labs](http://labs.oracle.com/), where he works on implementing programming languages using the next generation of Java Virtual Machine.

## The schedule

- 7:00pm :: A Very Fast Ruby on the JVM
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion",1,2013-09-19 19:00:00 UTC
Social: new() Years Resolutions,15th-january---social-new-years-resolutions,"A social meet this month. Meet in Marble Beers on Thomas Street (Close to MadLab) from about 6:30.
",2,2015-01-15 18:30:00 UTC
Social Meet,18th-september---social-meet,Another social this month. Meeting in 57 Thomas Street from about 7:00.,2,2014-09-18 19:00:00 UTC
Social Meet,21-august---social-meet,"### <link>

A social meet this month

Meet in Marble Beers on Thomas Street (Close to MadLab) from about 6:30:

http://www.marblebeers.com/57thomas-street/

",1,2014-08-21 06:30:00 UTC
Xmas Jumper Party,18th-december---xmas-jumper-party,"Nothing says Christmas like a cheap, sweaty, acrylic jumper with a garish picture of a reindeer on it!

Thats right, this month we will be doing an Xmas Jumper Party.

![](http://i2.cdnds.net/12/47/618x688/showbiz_jon_snow_1.jpg)

Get your best Xmas jumper on\* and meet us at Marble on Thomas street a 7pm. There will be prizes (free drinks) for best jumpers.

Jumper not required to join in, but… Bah humbug!",2,2014-12-18 19:00:00 UTC
The Circuit Breaker Pattern,2oth-november---the-circuit-breaker-pattern,"One constant in life is that shit goes wrong. When there’s an electrical surge in your house, every appliance doesn’t blow up because of a variety of fail safes, most commonly, fuses and circuit breakers.

In software systems, the Circuit Breaker pattern helps to keep misbehaving systems/resources from bringing down the entire estate. Restoring everything to normal once the offending resource starts behaving again.

The Circuit Breaker is a simple pattern that helps us to build robust, self healing systems that don’t require manual intervention to keep running. So sleep tight.

This month, [Ash Moran](http://blog.patchspace.co.uk) and [Mark Kirschstein](https://twitter.com/markkirschstein) will lead a practical hands-on session into the circuit breaker pattern.

Participating isn’t compulsory, but you’ll get the most out of the session if you bring along a laptop with ruby installed. Try and make sure you’re fully charged as we cannot guarantee access to plug sockets.

## The speakers

Ash is a software developer of 10 years. He likes making things that don’t fall on their arse at the first sign of trouble, so he was enthusiastic about working with Mark to bring the Circuit Breaker pattern to Ruby.

Mark is a Manchester-based developer who helps organise [XP Manchester](http://xpmanchester.wordpress.com)

## The schedule

- 7:00pm :: Meet at [Federation House](http://goo.gl/w3IHld)
- 7:15pm :: Circuit breaker pattern session begins",3,2014-11-16 19:00:00 UTC
How Basecamp Handled a DDoS Attack,thursday-19th-june---how-basecamp-handled-a-ddos-attack,"This month at NWRUG, [Will Jessop](https://twitter.com/will_j) talking about [DDoS attacks](http://en.wikipedia.org/wiki/Denial-of-service_attack). We’ll hear how Basecamp were hit by them, how they recovered, and what they’ve done since to handle future attacks. This month’s talk is kindly sponsored by [Basecamp](http://basecamp.com).

## The speaker

Will Jessop is a Rubyist and Ops guy at [Baseamp](http://basecamp.com). When he’s not defending their servers against nasty hackers, he’s building [ping-pong ball collecting robots](http://blog.willj.net/2013/11/02/prototype-lifter-arm/) for fun and… well, mostly fun.

## The schedule

- 7:00pm :: How Basecamp Handled a DDoS Attack
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks sponsored by [Basecamp](http://basecamp.com) (venue TBC).",1,2014-06-19 19:00:00 UTC
A Practical Introduction to Docker,thursday-17th-july---a-practical-introduction-to-docker,"Docker has now reached v1.0+, and is consequently production-ready. In this talk, I’ll whiz through some of the key Docker concepts, why you might want to use it, and hopefully show some practical code examples of how to make use of it in a Ruby/Rails stack.

## The speaker

Alex Lynham works at Swirrl as a software engineer and was asked to Dockerize all the things in order to simplify their devops workflow, help with horizontal or vertical scaling and disaster management.

## The sponsors

[Swirrl](http://www.swirrl.com) is a small but growing Manchester-based company, creating beautiful and powerful data solutions for organisations who want to open up their data for both humans and machines

They are currently searching for more engineers to join their excellent team of friendly nerds: [www.swirrl.com/jobs](http://www.swirrl.com/jobs).

## The schedule

- 7:00pm :: A Practical Introduction to Docker
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks sponsored by [Swirrl](http://www.swirrl.com)   ",1,2014-07-17 19:00:00 UTC
Social Meetup,thursday-18th-june---social-meetup,"It’s a social meet this month, meet from 6:00 onwards at [57 Thomas street](http://www.marblebeers.com/57thomas-street/) for beer and much nerdy discussion.

If you want more information, email [me](will@willj.net) or tweet [@nwrug](http://twitter.com/nwrug).

",2,2015-06-18 18:00:00 UTC
What Does This Button Do?,16th-april---what-does-this-button-do,"This month at NWRUG, [Jim Mackenzie](https://twitter.com/mackesque) is going to be talking about how developers do support at Basecamp, curiosity, friendship, and some techniques to make supporting a software project easier. Whether you are working with a dedicated support team, or answering emails yourself while writing code, there should be something useful for you. This month’s talk is kindly sponsored by [Basecamp](https://basecamp.com/).

## The speaker

Jim joined the Basecamp support crew in 2012, and introduced them to the correct spelling of favourite. He investigates bugs and writes little fixes, mostly in Ruby.

## The schedule (Thursday 16th April)

- 6:30pm - Doors open
- 7:00pm - The talk; What does this button do?
- After - To the pub for post-event socialising
",3,2015-04-16 18:30:00 UTC
The Ruby Code Challenge,19th-march---the-ruby-code-challenge,"We’re going to be running a Ruby coding challenge this month at Federation House. Participation isn’t required but you’ll definitely get the most out of the session if you take part.

## How to take part

To participate, you’ll need to bring a laptop with [Ruby](https://www.ruby-lang.org/en/installation) installed (either 1.9 or 2.0 as 2.1/2.2 are not fully supported by the challenge); and a copy of the [Bundler gem](http://bundler.io/). If you don’t have a laptop but still want to take part, email [Tekin](mailto:tekin@tekin.co.uk) and we’ll try and facilitate something.

You’ll also need some understanding of Ruby, although folk will be on hand to give help and guidance if you have problems getting going.

If you need any help getting Ruby/Bundler set up on your laptop, please come at 6:30pm and someone will be on hand to help you get set up.

Also do try and make sure your laptop is fully charged as there won’t be enough power sockets for everyone.

The session will run for around 2 hours from 7pm, plus some wrap up time. You should **aim to arrive and get settled before 7pm so that we can hit the ground running**.

## The schedule

- 6:30pm - Doors open and installation/setup
- 7:00-9:00pm - Coding Challenge
- 9:30pm - To the pub for post-event socialising
",3,2015-03-19 18:30:00 UTC
Message Queues for Everyone,thursday-21th-november---messages-queues-for-everyone,"This month, Glen Mailer will be giving us a practical introduction to how and why you should be using a real message queue - at any scale.

We’ll have a short introduction to message queue concepts and architecture using AMQP and RabbitMQ, exploring why this is helpful and what queues can be used for. We’ll then have a workshop session where attendees can write queue consumers and publishers against a sample server, giving you a taste of working with a system like this.

As this will be an interactive session, please feel free to bring your laptops if you wish to participate. Ideally you should arrive with Ruby 1.9 installed as well as installing the “bunny” gem with ‘gem install bunny’.

## The speaker

[Glen Mailer](http://stainlessed.co.uk/) is a Sheffield-based Developer and Consultant.

## The schedule

- 7:00pm :: Talk: Messages queues for everyone 
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in Terrace, sponsorship from [EngineYard](https://www.engineyard.com/).",1,2013-11-21 19:00:00 UTC
Concurrent Ruby,21st-may---concurrent-ruby,"Historically it’s been up to languages other than Ruby to come up with new approaches for handling concurrency, but now that leaves Ruby in a position to provide lots of the good ideas in one place. The [Concurrent Ruby gem](https://rubygems.org/gems/concurrent-ruby) provides a wide range of tools with many different ways to look at concurrency. Actors, agents, async, futures, dataflow, promises, tasks, channels, thread pools, conditions, barriers, exchangers, semaphores, atomics and more, all in one place.

We’ll look at what the gem provides, how to pick what you need, how to use some of them, and what kind of scalability and performance you can get from them. **[Sign-up to attend](http://attending.io/events/nwrug-may-concurrent-ruby)**.

Sponsorship this month is provided by [Sage UK](http://sage.co.uk).

## The speaker

[Chris Seaton](http://www.chrisseaton.com) is a PhD student in concurrency and parallelism at the University of Manchester, a Research Manager at Oracle labs working on dynamic languages, and a core committer to JRuby and Concurrent Ruby.

## The Schedule (Thursday 21st May)

- 6:30pm - Doors open
- 7:00pm - The talk; Concurrent Ruby
- After - To [Abel Heywood](http://abelheywood.co.uk) for post-talk drinks, sponsored by [Sage UK](http://sage.co.uk)",1,2015-05-21 18:30:00 UTC
An Intro to Docker,thurs-16th-july---an-intro-to-docker,"You may have heard of Docker: its a way to package, distribute and run software. It has seen rapid growth, and coupled with the micro-service architecture perhaps it will replace VMs as the king in the future of cloud computing.

This talk aims to introduce newcomers to Docker: what it is and where you might use it and how to get started. In the process we will build and run a Rails app in a container, which will be a good way to demonstrate the basics and give you a head start to play with Docker yourself.

## The speaker

Val (Valentin Arkhipov) is a freelance Ruby developer by night and a humble car mechanic by day, with over 13 years of living this double life he still has issues extracting sheared bolts and writing in 3rd person.

## The schedule

- 6:30pm - Doors open
- 7:00pm - The talk; An Intro to Docker
- After - To [Abel Heywood](http://abelheywood.co.uk) for post-talk drinks
",1,2015-07-16 06:30:00 UTC
Making Music with Ruby,19th-feb---making-music-with-ruby,"Alex is going to teach us how to use a Ruby DSL to make music! If you want to join in, bring your laptops.

## Tell me more!

Live coding is a type of music performance and composition that most people probably don’t even know exists. Long a niche activity, the Sonic Pi editor and language aim to leverage it to teach music composition using programming (and vice versa), using a powerful Ruby DSL – thus making the project of particular interest to Rubyists.

In this interactive session, we’ll have a quick run-down of the syntax and fundamentals, and then make some music using it! To get involved, you’ll need a mac, windows or linux machine and the sonic pi editor, available for free at [here](http://sonic-pi.net/)

Participating isn’t compulsory, but you’ll get the most out of the session if you bring along a laptop with ruby installed & sonic pi editor. Try and make sure you’re fully charged as we cannot guarantee access to plug sockets.

## The speaker

Alex is a Ruby/Clojure dev for Swirrl and a gear-obsessed guitarist. After some fun experiments with ChucK and the Overtone Clojure library, he’s now a convert to Sonic Pi as the most intuitive live-coding environment yet.

## The schedule

- 7:00pm :: Meet at [Federation House](http://goo.gl/w3IHld)
- 7:15pm :: Using a Ruby DSL to make music
- After :: Go to the pub for great chat and good times
",3,2015-02-19 19:00:00 UTC
TDD and ‘Self’-Shunt,thursday-18th-july---tdd-and-self-shunt,"Leave your mocking frameworks at home, as Gemma Cameron and Iain Mitchell take us on a journey through ‘self’-shunt testing.

This month [Gemma Cameron](https://twitter.com/ruby_gem) and [Iain Mitchell](https://twitter.com/iainjmitchell) will be demonstrating an alternative to using mocking frameworks in your tests using the ‘self’-shunt testing pattern. They will be working through the [checkout kata](http://codekata.pragprog.com/2007/01/kata_nine_back_.html), test driving it as if they really meant it, and showing how to drive out good design from the beginning by telling and not asking. There will be a huge focus on tiny, incremental changes and refactoring to the nth degree. Expect lots of code smells to be neutralised whilst they sip gin between commits.

## The schedule

- 7:00pm :: TDD and ‘Self’-Shunt
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in the pub",1,2013-07-18 19:00:00 UTC
Nils - what are your Options?,thursday-16th-may-nils-what-are-your-options,"Tony Hoare, inventor of the null reference, calls it his “billion dollar mistake”. Although Ruby goes some way to correcting it by making `nil` at least be a class with some reasonably helpful stuff on it, you’ll no doubt have been hit by a `NoMethodError: undefined method 'foo'` just as many times as me.

At May’s NWRUG, [Russell Dunphy](http://twitter.com/rsslldnphy) will try to convince you of two thing:

1. There are not one, but two types of `nil`
2. They are not a necessary evil - we can do something about them.

Sponsored by [On The Beach](http://www.onthebeach.co.uk)

## The speaker

[Russell Dunphy](http://twitter.com/rsslldnphy) is a developer at On The Beach who loves a [Haiku standup](https://twitter.com/rsslldnphy/status/323697057359601664). He tweets at [@rsslldnphy](http://twitter.com/rsslldnphy), codes at [http://github.com/rsslldnphy](http://github.com/rsslldnphy) and blogs at [http://rsslldnphy.tumblr.com/](http://rsslldnphy.tumblr.com/)

## The schedule

- 6:00pm :: Ruby/Rails Advice Drop-in Session - All levels welcome.
- 7:00pm :: Nils - what are your Options?
- 7:30pm :: Q&A
- After&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:: Post-talk drinks and discussion in Terrace sponsored by [On The Beach](http://www.onthebeach.co.uk).",1,2013-05-16 18:00:00 UTC
The Life of a Rails Freelancer,march08,"A lot of people inspired by Ruby on Rails have thought about setting up on their own either as a freelancer, a contractor or maybe creating a business started with an idea that Rails put within their grasp. [Paul Robinson](http://vagueware.com) started out with a load of business ideas, started freelancing and even contemplated contracting, and is now seeking investment for a new business all over again.

In the process he almost went bankrupt – twice – re-wrote his business plan (he didn’t start with one he admits, beyond “make a living”) and learned the hard way about cash-flow/finance, legal structures, tax, finding work, keeping customers happy, what the Rails market is really like to work in and why being your own boss is worth the occasional pain.

In this talk, he shares as much as can fit into the time allowed and encourages you to learn from his mistakes when starting out as your own boss.

### Living and Breathing RSpec

Doug Livesey talks on adventures with RSpec, more details coming soon!

## The schedule

- 6:30pm :: Welcome & Registration
- 7:00pm :: The Life of a Rails Freelancer, [Paul Robinson](http://vagueware.com)
- 8:00pm :: Break
- 8:15pm :: Living and Breathing RSpec, Doug Livesey
- 8:30pm :: Drinks at the [The Paramount](http://www.jdwetherspoon.co.uk/pubfinder/details.php?OutletNumber=422)",6,2008-03-20 18:30:00 UTC
The Effects of Gravity on Software,november07,"This month we are lucky enough to have [Kevin Rutherford](http://silkandspinach.net/) speaking on “The Effects of Gravity on Software”, very much a discussion based session taking a fresh look at ways to design software that might not be that traditional fully tiered model that we are all so used to. We also have [Dave Verwer](http://daveverwer.com) giving us a very brief look at [IronRuby](http://www.ironruby.net) and the new Microsoft MVC framework.

### The Effects of Gravity on Software – [Kevin Rutherford](http://silkandspinach.net/)

Do prices really rise? Is it really possible to bring a meeting forward? Can an argument hold water? What lurks around the corner? Well, here are my two cents worth: Metaphor shapes not only our language, but our thoughts too. So much so, that some of the common, deeply-ingrained metaphors of software development can actually prevent us from achieving good design. In this session we’ll lift the lid on the fascinating world of metaphors, and along the way we’ll discover a six-sided shape that has the answer to our prayers.

Kevin Rutherford has over twenty-five years’ experience in software development and has spent the last ten years as an agile coach. During the same period he has been a leading speaker on the agile conference circuit, including XP2000, SPA2006, AgileNorth 2005 and various XPdays around Europe. Kevin founded AgileNorth, Manchester’s agile software development interest group. Kevin is a Certified ScrumMaster, a CEng and a CITP, and is currently looking to turn away from coaching and return to development, which is a proper job.

### IronRuby and the ASP.NET MVC Framework – [Dave Verwer](http://daveverwer.com/)

This will be a lightning quick 15 minute overview of [IronRuby](http://www.ironruby.net/) and the new MVC framework from Microsoft which, together should be a fairly familiar sight to anyone who has used Ruby on Rails.

## The schedule

- 6:30pm :: Welcome & Registration
- 7:00pm :: The Effects of Gravity on Software, Kevin Rutherford
- 8:00pm :: Break
- 8:15pm :: IronRuby and the Microsoft MVC Framework, Dave Verwer
- 8:30pm :: Drinks at the [The Paramount](http://www.jdwetherspoon.co.uk/pubfinder/details.php?OutletNumber=422)",6,2007-11-20 18:30:00 UTC
REST & Women in Engineering,february07,"We are lucky to have two speakers to entertain us this month! First up is [Rob Lee](http://monkeyhelper.com) speaking on “Take a REST with Rails”, followed by Gemma Cameron speaking about “Women in Engineering”.

### Take a REST with Rails with Rob Lee

A look at the new features in Rails 1.2 that support the REST architectural style. Starting with a basic overview of REST and then looking at the modifications to routing, generators and the shift in conceptual design to deploy RESTful applications on Rails. To finish, we’ll take a (quick) look at consuming RESTFul resources with ActiveResource.

### Women in Engineering with Gemma Cameron

My experiences of being a minority within the software engineering field. My thoughts on why it seems to be white, middle class, male dominated and what I think we can do to help diversify the demographic. Please bring along your own opinion on this as there will be plenty of time for questions and debate!

## The schedule

- 6:30pm :: Welcome & Registration
- 7:00pm :: Take a REST with Rails by [Rob Lee](http://monkeyhelper.com)
- 8:00pm :: Break
- 8:15pm :: Women in Engineering by Gemma Cameron
- 8:45pm :: Drinks at the [Gallery Bar](http://www.novotel.com/novotel/fichehotel/gb/nov/3145/fiche_restaurant.shtml) <small>(Opposite the <span class=""caps"">MDDA</span>)</small>",6,2007-02-21 18:30:00 UTC
UNIX: Rediscovering the Wheel,january10,"This month John Leach of [Brightbox](http://www.brightbox.co.uk/) will be talking on UNIX: Rediscovering the wheel.

“Those who don’t understand UNIX are condemned to reinvent it, poorly.”

We in the Ruby Community seem to have a habit of re-inventing things. Sometimes this is for good reason, but in some cases we don’t know we’re even doing it! We’re wasting valuable time that could be spent learning Erlang!

UNIX-like operating systems have been around for decades and lots of problems have come and gone in that time. I’m going to talk about some of the tools available that can be used to solve common Ruby and Rails deployment and development problems.

Brightbox will also be sponsoring the event so there will be pizzas available after the meeting in Odder across the road from the meeting.

## The schedule

- 6:30pm :: Welcome & Pre-session bar visit.
- 7:00pm :: UNIX: Rediscovering the wheel by John Leach of [Brightbox](http://www.brightbox.co.uk/)
- 7:45pm :: Pizzas at the Odder bar across the road sponsored by [Brightbox](http://www.brightbox.co.uk/)",10,2010-01-21 18:30:00 UTC
Code Surgery and an Introduction to Zsh,june09,"This month is the second NWRUG Code Surgery. Submit some code (see the discussion on the mailing list for how to do this) and we will have an evening of code reviews and our own little version of [The Rails Way](http://therailsway.com), NWRUG style. [Ashley Moran](http://www.patchspace.co.uk/) will also be giving a short introduction to [Zsh](http://www.zsh.org/).

This month we are sponsored by [NQ Consulting](http://www.nqc.com/), so there will be Free pizza!

## The schedule

- 6:00pm :: Welcome & Pre-session bar visit.
- 6:30pm :: Introduction to [Zsh](http://www.zsh.org/) by [Ashley Moran](http://www.patchspace.co.uk/), Command Line Maven follwed by Pizza
- 7:00pm :: Code Surgery – see the mailing list for details on submitting code
- 8:30pm :: Drinks at the BBC bar afterwards, then somewhere else nearby after that closes at about 21:00",10,2009-06-18 18:00:00 UTC
"BDD, You Know You Should be Doing it",april09,"So, you’re testing your code right? Of course you are! But are you testing your code as well as it can be tested? This month Ashley Moran, Testing Maven, will be giving a talk and practical session on Behaviour Driven Development and how it should be done right.

We’re starting 30 minutes earlier this month due to the practical nature of the session.

This month we have sponsorship from [Engine Yard](http://engineyard.com/) so there will be free Pizza (and maybe Beer and soft drinks, depending on the numbers) during the talks.

## The schedule

- 6:00pm :: Welcome & Pre-session bar visit
- 6:30pm :: BDD, why you should be doing it and how. Pizzas provided by [Engine Yard](http://engineyard.com/) will be served during the session
- 8:30pm :: Drinks at the BBC bar afterwards, then somewhere else nearby after that closes at about 21:00",10,2009-04-16 18:00:00 UTC
Tokyo Cabinet and Couch DB,december09,"This month we have two talks on database alternatives, Tokyo Cabinet (by Mihai Anca) and CouchDB (by Ben Aldred).

Due to the proximity of Christmas the meeting will be on Thursday December 10th, a week earlier than usual.

## The schedule

- 6:30pm :: Welcome & Pre-session bar visit.
- 7:00pm :: Tokyo Cabinet by Mihai Anca
- 7:30pm :: Break
- 7:45pm :: CouchDB by Ben Aldred
- 8:15pm :: Drinks somewhere!

It’s the Geekup Christmas party on the same night and so fair number of people will be heading to that after the talks, [you have to register, but it is free](http://geekup.org/events/177/). Alternatively there is always the odder bar across the road.",10,2009-12-10 18:30:00 UTC
The NWRUG Christmas Special,december11,"Fill your hearts with christmas cheer, this month NWRUG is a seasonal talk/dinner double bill!

To start the evening off, our very own [Will Jessop](http://willj.net) (Sysadmin at 37signals) shall be giving a talk explaining why we should all be using PostgreSQL. This will be followed by a very special, three course NWRUG Christmas meal at the nearby [Angel Pub](http://theangelmanchester.com/).

This month’s talk is kindly sponsored by [Heroku](http://heroku.com).

## Christmas Meal!? Sign me up!

If you’re interested in attending the Christmas meal, you must confirm your attendance by [filling in your details here](https://docs.google.com/spreadsheet/viewform?formkey=cG9TNWpCQXVlamg5eGJYZEJNWkxLQ3c6MA..#gid=0) before Friday 9th December. The three course meal costs £24 and the menu can be viewed [The Angel website](http://theangelmanchester.com).

**Update** : Sorry to report that the Christmas meal has been heavily subscribed and is now full – any more people and The Angel would have to set up tables outside!

## The schedule

- 6:30pm :: Pre-talk drinks at [Common](http://www.aplacecalledcommon.co.uk/)
- 7:00pm :: Talk on PostgreSQL by [Will Jessop](http://willj.net) at [The MadLab](http://madlab.org.uk/)
- 8:00pm :: NWRUG Christmas Meal at [The Angel Pub](http://theangelmanchester.com/)",1,2011-12-15 18:30:00 UTC
The MagRails Social,october11,"We are moving this months NWRUG forward a week in order to coincide with the [MagRails](http://magrails.com/) conference in manchester, and we are throwing a pre-conference party in it’s honour!

We have already secured sponsorship from [Engine Yard](http://www.engineyard.com/) so there will be money behind the bar for drinks.

Anyone is welcome to come join us, whether you are at the conference or not. There will be much discussion regarding Ruby, Rails and recent events in the tech world, and is a perfect excuse to come and mingle with the conference delegates.",7,2011-10-13 19:30:00 UTC
Introduction To CoffeeScript,june11,"This month we will be taking a glimpse into [CoffeeScript](http://jashkenas.github.com/coffee-script/), a little language that compiles into JavaScript. Recently announced as a default in Rails 3.1, we will look at general syntax and usage as well as more complex features such as function binding, splats, array comprehension and destructuring assignments.

[On The Beach](http://www.onthebeach.co.uk) have kindly offered to sponsor the group this month, so free food will be provided after the talk.

## The speaker

Adam Holt is a Ruby developer at On The Beach, likes hacking around with NoSQL databases, Functional programming languages and all kinds of shiny new tech!

## The schedule

- 6:30pm :: Welcome & Pre-session chat.
- 7:00pm :: Introduction To [CoffeeScript](http://jashkenas.github.com/coffee-script/) by [Adam Holt](http://adamholt.co.uk/)
- 8:00pm :: Off to [The Bay Horse Pub](http://www.thebayhorsepub.co.uk/) around the corner for free pizzas sponsored by [On The Beach](http://www.onthebeach.co.uk/).
",1,2011-06-16 18:30:00 UTC
The Lightning Round,april12,"We have a couple of lightning talks this month, one about [Spinach](http://codegram.github.com/spinach/), a BDD framework in the spirit of Cucumber, by [Matt House](http://twitter.com/#!/eightbitraptor), and a talk about [Goliath](http://goliath.io), an open source version of the non-blocking (asynchronous) Ruby web server framework powering PostRank (now part of Google Analytics) by [Tom Clements](http://twitter.com/#!/seenmyfate).

Anyone is welcome to come join us, whether you are a Ruby pro, a complete noob, or, **shock horror** , you don’t program ruby!

## The schedule

- 6:30pm :: Meet at [Madlab](http://madlab.org.uk/)
- 7:00pm :: Acceptance Testing with [Spinach](http://codegram.github.com/spinach/) – And Why It Sucks! by [Matt House](http://twitter.com/#!/eightbitraptor)
- 7:15pm :: [Goliath](http://goliath.io) – An async Ruby web server framework by [Tom Clements](http://twitter.com/#!/seenmyfate)
- 7:30pm :: Q&A 
- After :: Drinks in Common – Sponsored by [On The Beach](http://www.onthebeach.co.uk)",1,2012-04-19 18:30:00 UTC
Test Driven Puppet Development by Matt House,test-driven-puppet-development-by-matt-house,"[Puppet](http://docs.puppetlabs.com/guides/introduction.html) is a configuration management system written in Ruby. It smooths the experience of setting up and maintaining servers. But how do you test your server configuration without blowing away a machine? This month Matt will be taking us through test driven Puppet development, using rspec-puppet, cucumber, vagrant and more to ensure you have total confidence in your Puppet manifests.

This month we’ll also be holding a **Ruby/Rails advice drop-in session** before the main talk. If you are new to Ruby or Rails, or maybe you’re just having a problem with a particular bit of code, drop in at MadLab from 6pm for help and advice from some seasoned Ruby developers.

Anyone is welcome to come join us, whether you are a Ruby pro, a complete noob, or, shock horror, you don’t program ruby!

## The schedule

- 6:00pm :: Ruby/Rails Advice Drop-in Session – All levels welcome.
- 7:00pm :: Testing Puppet Automation by [Matt House](http://eightbitraptor.com)
- 7:30pm :: Q&A
- After :: Post-talk drinks and discussion in Common sponsored by [On The Beach](http://www.onthebeach.co.uk)",1,2012-09-20 18:00:00 UTC
